q_id,ans
2574212,D
2574430,C
2574431,A
2574480,D
2574580,C
2574581,D
2574700,E
2574701,B
2574702,E
2574710,B
2574711,A
2574780,D
2574781,A
2574782,C
2575290,D
2575291,D
2575292,A
2575370,
2575372,E
2575570,B
2575572,D
2575662,D
2575860,C
2575861,B
2576240,A
2576241,E
2576242,D
2576290,C
2576291,C
2576292,B
2576560,B
2576571,D
2576572,A
2576600,B
2576731,A
2576851,D
2576852,E
2577670,D
2577910,C
2578332,E
2578380,B
2578381,C
2578382,A
2578530,D
2578641,D
2578642,C
2578650,A
2578651,A
2578701,C
2578870,E
2578872,C
2578961,A
2579101,C
2579200,A
2579202,B
2579401,D
2579402,E
2579410,B
2579412,D
2579430,E
2579652,E
2579710,B
2579922,B
2579962,E
2580210,A
2580211,A
2580212,C
2580231,D
2580360,A
2580362,C
2580611,E
2580612,E
2580781,D
2580782,B
2580890,B
2580892,B
2581120,C
2581121,A
2581122,C
2581130,A
2581132,D
2581322,D
2581362,A
2581411,C
2581412,A
2582091,A
2582092,A
2582432,C
2582661,D
2582662,C
2582851,A
2582852,A
2582900,D
2582901,C
2582902,E
2582912,C
2583110,B
2583220,D
2583222,B
2583301,E
2583310,A
2583311,B
2583312,B
2583460,A
2583500,E
2583502,E
2583820,A
2583880,C
2583882,E
2583950,C
2583951,C
2583952,C
2583990,D
2583991,B
2584021,B
2584330,D
2584331,D
2584720,B
2584722,E
2585090,E
2585091,A
2585160,B
2585161,A
2585230,A
2585231,D
2585232,B
2585290,A
2585292,C
2585410,A
2585411,B
2585811,A
2585812,B
2585881,E
2585882,E
2586282,E
2586610,A
2586611,B
2586612,E
2586802,A
2587020,E
2587021,D
2587022,E
2587340,D
2587622,A
2587730,B
2587930,B
2587931,B
2587932,B
2588151,A
2588152,E
2588501,D
2588502,D
2588601,D
2588602,A
2588831,C
2589051,D
2589052,E
2589110,E
2589111,E
2589112,C
2589152,B
2589540,C
2589852,B
2589960,E
2589962,E
2589982,E
2590372,B
2590490,B
2590562,A
2590851,D
2590870,C
2590871,B
2590872,D
2590972,B
2590991,B
2590992,C
2591120,B
2591121,E
2591360,A
2591361,D
2591890,A
2591891,C
2591892,E
2592160,D
2592162,D
2592330,D
2592332,E
2592531,C
2593352,E
2593360,E
2593361,B
2593362,
2593420,B
2593421,A
2593422,E
2593452,A
2593820,C
2593821,D
2594080,A
2594081,B
2594211,C
2594221,B
2594222,A
2594521,A
2594751,E
2594752,C
2594971,A
2594972,D
2595130,B
2595131,B
2595132,E
2595191,B
2595551,D
2595552,A
2595671,B
2595761,E
2595970,E
2595972,A
2596141,D
2596250,C
2596251,E
2596401,B
2596402,D
2596650,D
2596651,D
2596652,C
2596831,C
2596832,C
2596900,A
2597280,D
2597550,C
2597551,A
2597610,D
2597930,D
2597931,D
2598140,C
2598141,E
2598190,B
2598192,B
2598240,E
2598242,B
2598300,E
2598301,B
2598302,B
2598532,D
2598540,B
2598542,C
2598580,C
2598772,D
2598790,B
2598791,C
2598792,E
2599520,D
2599521,C
2599762,A
2599830,E
2599831,A
2599832,D
2599862,E
2600202,B
2600250,D
2600251,A
2600252,D
2600481,B
2600482,D
2600591,D
2600592,C
2600941,C
2600990,E
2600991,B
2600992,E
2601050,A
2601051,A
2601052,E
2601060,D
2601062,D
2601070,C
2601411,D
2601500,A
2601502,B
2601661,A
2601720,C
2601721,C
2601820,C
2601821,A
2601822,C
2601990,C
2601991,D
2601992,E
2602210,C
2602211,C
2602300,A
2602301,A
2602302,A
2602320,B
2602322,D
2602380,A
2602381,D
2602382,C
2602471,A
2602571,C
2602611,B
2602660,A
2602661,E
2602662,B
2602750,D
2602751,D
2603050,E
2603051,E
2603070,D
2603072,B
2603300,A
2603301,E
2603302,D
2603630,E
2603631,A
2603632,E
2603700,C
2603702,C
2603820,B
2604090,C
2604091,B
2604092,D
2604331,B
2604400,E
2604470,E
2604471,E
2604650,A
2604651,
2604700,B
2604701,B
2605100,C
2605160,B
2605250,A
2605471,E
2605472,B
2605950,C
2605951,B
2606080,C
2606082,E
2606180,A
2606181,B
2606270,B
2606350,E
2606351,D
2606550,E
2606860,D
2606862,B
2606950,A
2606952,D
2606990,E
2606991,E
2606992,E
2607130,C
2607131,C
2607132,E
2607381,A
2607382,E
2607650,E
2607652,C
2607740,D
2608020,B
2608022,B
2608080,E
2608081,C
2608180,D
2608181,C
2608230,E
2608231,D
2608290,D
2608291,D
2608292,D
2608830,B
2608831,E
2608832,B
2608960,B
2608962,E
2609101,B
2609102,C
2609220,B
2609221,B
2609222,A
2609251,A
2609271,C
2609272,C
2609660,A
2609661,B
2609670,B
2609742,C
2609940,A
2609941,A
2609942,C
2610260,D
2610261,D
2610262,C
2610360,A
2610361,E
2610362,C
2610502,B
2610610,C
2610611,D
2610612,C
2610620,D
2610621,E
2610622,E
2610680,E
2610681,E
2610682,D
2610722,E
2610730,E
2610732,A
2610820,D
2610821,E
2610970,A
2610971,A
2610972,E
2611150,C
2611160,C
2611161,B
2611162,C
2611550,A
2611551,A
2611610,A
2611611,E
2611750,C
2611751,C
2611752,D
2611780,C
2611781,C
2611800,A
2611801,B
2611802,E
2611820,D
2611821,A
2611850,E
2611851,E
2611852,A
2612070,B
2612730,D
2612731,A
2612920,B
2613180,E
2613182,E
2613330,E
2613331,E
2613332,A
2613460,E
2613461,B
2613462,E
2613600,B
2613601,C
2613602,E
2613631,C
2613632,
2613891,A
2614261,C
2614530,D
2614610,C
2614710,E
2614872,E
2615041,B
2615042,B
2615580,A
2615581,E
2615582,C
2615630,C
2615631,B
2615632,D
2615870,B
2615871,B
2616032,A
2616452,D
2616650,C
2616791,B
2616792,E
2617050,C
2617052,E
2617060,E
2617061,B
2617062,D
2617070,E
2617072,E
2617120,C
2617121,C
2617122,D
2617210,A
2617211,C
2617212,E
2617320,D
2617321,A
2617322,B
2617440,D
2617442,D
2617570,A
2617571,B
2617580,A
2617582,B
2617740,D
2617741,B
2617742,E
2617772,C
2617790,A
2617791,C
2617792,E
2617800,C
2617801,E
2617871,A
2617872,B
2617930,A
2617960,C
2618050,E
2618051,C
2618052,E
2618240,C
2618242,B
2618700,B
2618702,E
2618880,E
2618882,A
2619060,D
2619062,E
2619181,A
2619182,B
2619400,B
2619401,A
2619402,C
2619480,E
2619482,D
2619812,D
2619820,E
2619821,E
2619822,E
2619991,D
2619992,B
2620030,E
2620032,B
2620061,E
2620062,E
2620140,E
2620160,B
2620161,D
2620162,B
2620301,D
2620302,D
2620480,A
2620481,B
2620482,B
2620540,A
2620541,D
2620920,B
2620921,C
2620922,B
2620931,D
2620932,E
2621010,A
2621011,B
2621012,D
2621131,A
2621132,E
2621191,E
2621480,D
2621481,B
2621482,A
2621612,B
2621620,C
2621622,A
2621750,A
2621752,E
2621890,A
2621891,E
2621892,A
2621970,C
2621972,E
2622000,E
2622002,C
2622270,A
2622271,A
2622280,B
2622281,E
2622282,D
2622290,D
2622291,E
2622350,D
2622351,C
2622352,C
2622420,D
2622421,E
2622620,A
2622740,B
2622750,C
2622751,C
2622840,E
2622841,E
2623230,B
2623231,A
2623252,E
2623340,E
2623341,E
2623472,D
2623531,B
2623601,A
2623711,E
2623712,B
2623760,D
2623912,D
2623941,A
2623942,E
2623960,A
2623962,E
2624040,A
2624041,B
2624402,E
2624600,C
2624602,A
2624660,A
2624661,E
2624712,C
2624760,D
2624761,C
2624870,E
2624871,B
2624872,A
2625050,E
2625090,B
2625310,C
2625311,A
2625650,E
2625651,D
2625652,A
2625760,D
2625761,D
2625870,A
2625871,A
2625872,E
2625940,B
2625941,C
2625942,D
2626050,B
2626051,C
2626081,E
2626090,B
2626092,E
2626170,E
2626171,E
2626172,E
2626260,C
2626261,B
2626262,C
2626310,C
2626311,B
2626312,D
2626421,A
2626510,D
2626540,D
2626542,C
2626580,C
2626721,E
2626770,D
2626771,B
2626772,B
2626820,D
2626821,C
2626860,B
2626861,E
2626862,B
2627030,C
2627031,B
2627360,C
2627361,E
2627362,B
2627380,B
2627381,D
2627382,C
2627460,A
2627462,A
2627580,D
2627582,C
2628000,B
2628001,E
2628002,A
2628100,C
2628102,E
2628730,B
2628732,B
2628951,C
2628952,E
2628960,B
2628962,B
2629002,B
2629330,D
2629331,A
2629381,B
2629382,A
2629400,A
2629401,B
2629402,A
2629850,C
2629860,B
2629862,E
2629871,C
2629872,A
2629930,C
2629931,B
2630110,E
2630111,C
2630112,A
2630142,D
2630520,B
2630521,A
2630522,C
2630680,C
2630681,D
2630682,C
2630730,C
2630731,C
2630830,D
2631201,D
2631360,A
2631361,C
2631362,B
2631460,B
2631461,C
2631630,C
2631631,B
2631770,D
2631771,D
2631780,A
2631782,C
2632020,D
2632021,E
2632022,C
2632110,E
2632112,D
2632231,B
2632510,D
2632511,A
2632580,D
2632581,C
2632582,B
2632680,A
2632681,E
2632682,E
2632880,D
2632881,C
2632882,C
2632920,C
2633230,C
2633460,A
2633462,C
2633512,A
2633552,E
2633592,B
2633820,E
2633821,D
2633822,A
2633931,A
2633932,C
2634120,D
2634250,E
2634251,A
2634281,C
2634630,E
2634631,A
2634742,C
2634770,D
2634771,D
2635201,D
2635202,A
2635860,B
2635861,A
2635862,A
2635881,A
2635882,A
2635940,B
2635942,D
2636120,C
2636121,D
2636122,E
2636130,E
2636131,E
2636132,B
2636442,E
2636470,A
2636472,B
2636640,E
2636642,C
2636680,E
2636682,B
2636791,C
2636792,C
2636961,B
2636962,E
2637001,A
2637002,C
2637230,C
2637231,E
2637580,A
2637581,E
2637800,D
2637801,A
2637930,C
2637931,C
2637932,C
2637960,B
2637961,E
2638281,B
2638282,B
2638340,E
2638341,A
2638342,C
2638580,A
2638582,B
2638660,C
2638661,D
2638662,A
2638842,E
2639290,B
2639292,E
2639610,C
2639611,B
2639612,D
2639660,A
2639662,B
2639690,B
2639691,A
2639692,D
2639731,C
2639732,E
2640130,E
2640132,A
2640172,C
2640322,B
2640441,A
2640442,C
2641102,D
2641210,E
2641211,B
2641240,B
2641551,E
2641552,E
2641612,C
2641800,B
2641801,D
2641910,E
2642010,B
2642090,C
2642091,A
2642220,B
2642222,C
2642381,A
2642382,D
2642680,D
2642682,C
2642790,A
2642820,B
2642821,E
2642822,B
2643300,B
2643302,C
2643350,C
2643352,A
2643361,A
2643380,A
2643381,A
2643382,B
2643471,B
2643472,D
2643750,B
2643751,E
2643752,B
2643820,C
2643821,E
2643822,E
2643850,E
2643851,B
2643852,D
2643920,E
2643921,B
2643922,B
2644200,A
2644201,E
2644231,E
2644232,
2644240,B
2644242,C
2644410,E
2644412,D
2644540,B
2644541,B
2644542,C
2644610,C
2644820,E
2644821,C
2644891,E
2644971,A
2645061,E
2645062,E
2645350,E
2645351,D
2645352,E
2645400,A
2645401,B
2645402,A
2645541,A
2645542,A
2645680,A
2645681,A
2645720,E
2645721,A
2645722,B
2645991,A
2646151,A
2646191,E
2646251,A
2646281,
2646540,D
2646590,D
2646591,E
2646601,C
2646602,B
2646830,E
2646860,B
2646861,B
2647180,D
2647181,B
2647300,C
2647301,B
2647370,E
2647371,C
2647530,D
2647531,A
2647532,C
2647690,D
2647691,E
2647710,D
2647870,D
2647872,D
2648051,B
2648190,
2648192,E
2648530,B
2648531,A
2648532,B
2648550,C
2648551,A
2648552,C
2648700,A
2649092,D
2649190,D
2649191,B
2649400,E
2649480,A
2649481,C
2649482,C
2649571,D
2649572,A
2649611,C
2649620,A
2649621,A
2649642,D
2649680,B
2649681,D
2649682,A
2649760,D
2649920,B
2649921,D
2650011,C
2650031,A
2650501,D
2650590,C
2650591,B
2650630,B
2650631,B
2650660,A
2650661,E
2650662,A
2650691,B
2650851,D
2650961,B
2651080,B
2651081,C
2651082,B
2651250,A
2651251,A
2651252,A
2651510,D
2651511,B
2651512,B
2651530,E
2651531,B
2651532,D
2651761,E
2651762,B
2652000,B
2652001,B
2652002,D
2652080,D
2652081,E
2652082,C
2652270,C
2652271,E
2652272,D
2652340,B
2652342,A
2652431,E
2652432,C
2652560,A
2652561,A
2652562,C
2653132,D
2653721,B
2653722,
2653740,E
2653741,B
2653742,B
2653780,C
2653781,A
2653782,E
2654070,C
2654071,A
2654330,A
2654621,D
2654622,D
2654640,E
2654720,A
2654721,C
2655180,D
2655470,C
2655500,B
2655501,D
2655502,B
2655520,E
2655521,E
2655522,C
2655740,B
2655741,E
2655790,E
2655792,A
2655842,C
2655970,B
2656110,A
2656112,E
2656281,D
2656282,C
2656350,B
2656351,D
2656352,A
2656360,C
2656361,A
2656480,E
2656481,B
2656482,C
2656770,B
2656771,B
2657070,C
2657071,E
2657072,D
2657190,B
2657191,C
2657251,A
2657252,A
2657420,C
2657422,D
2657430,B
2657431,E
2657432,D
2657710,A
2657712,C
2657770,B
2657771,B
2657890,C
2657892,D
2658160,B
2658161,A
2658162,C
2658221,E
2658222,D
2658510,E
2658511,E
2658512,B
2658721,C
2658790,B
2658792,A
2659150,D
2659152,E
2659160,C
2659162,D
2659500,E
2659501,E
2659710,D
2659711,A
2659712,E
2660210,A
2660211,C
2660212,B
2660410,B
2660411,A
2660412,D
2660700,C
2660820,E
2660821,C
2660822,E
2660911,D
2660912,B
2660990,B
2660991,B
2660992,C
2661070,E
2661071,A
2661072,A
2661150,
2661151,B
2661170,C
2661171,B
2661172,E
2661240,B
2661241,A
2661242,A
2661510,D
2661511,
2661601,A
2661602,B
2661760,B
2662061,A
2662062,E
2662461,E
2662501,E
2662502,
2662780,A
2662781,C
2663480,C
2663630,E
2663631,A
2663632,B
2663701,E
2663702,D
2663711,A
2663791,C
2663850,B
2664092,C
2664342,C
2664370,D
2664372,B
2664430,A
2664431,A
2664432,B
2664510,A
2664511,C
2664871,E
2664872,C
2664910,A
2664911,B
2665020,D
2665021,D
2665022,C
2665620,B
2665622,E
2665790,B
2665791,E
2665792,E
2666010,B
2666011,D
2666012,A
2666112,B
2666270,D
2666271,A
2666272,C
2666770,B
2666771,B
2667120,E
2667272,C
2667682,E
2668311,D
2668470,E
2668471,E
2668522,
2668530,B
2668531,C
2668532,D
2668570,D
2668571,B
2668572,C
2668661,C
2668891,E
2668892,D
2668920,E
2668922,C
2669200,D
2669201,C
2669220,D
2669320,D
2669510,C
2669512,D
2669770,E
2669771,B
2669810,B
2669811,D
2669812,A
2669910,A
2669911,A
2669912,E
2670351,A
2670352,D
2670760,E
2670761,C
2670762,B
2670881,B
2671120,E
2671121,C
2671122,C
2671230,B
2671231,B
2671270,D
2671350,E
2671351,C
2671352,B
2671642,A
2671690,E
2671691,A
2671692,E
2671750,B
2671820,A
2671821,A
2671840,D
2671910,B
2671912,B
2672000,D
2672001,A
2672002,D
2672240,D
2672241,C
2672242,C
2672250,A
2672251,B
2672510,C
2672511,C
2673001,D
2673002,C
2673141,E
2673142,E
2673150,B
2673151,E
2673152,E
2673211,A
2673430,A
2673431,B
2673491,D
2673492,C
2673510,B
2673511,C
2673512,A
2673630,B
2673631,E
2673632,E
2674080,B
2674081,B
2674110,A
2675150,A
2675151,E
2675210,C
2675372,B
2675981,D
2676280,D
2676282,B
2676430,D
2676431,
2676641,A
2676642,B
2676700,D
2676701,C
2676702,A
2676831,B
2676832,B
2676840,D
2676841,D
2676900,B
2676902,A
2676941,A
2676942,C
2677090,B
2677092,E
2677100,C
2677102,B
2677250,C
2677251,
2678020,C
2678021,B
2678022,D
2678122,A
2678370,C
2678371,E
2678400,E
2678401,A
2678402,C
2678442,D
2678610,C
2678612,A
2678622,E
2678750,C
2679102,A
2679321,A
2679322,B
2679330,A
2679400,E
2679420,A
2679421,E
2679461,A
2679462,A
2679511,E
2679720,B
2679980,B
2679981,B
2679982,B
2680001,A
2680180,E
2680181,E
2680182,A
2680440,C
2680441,D
2680490,C
2680521,E
2680522,A
2680580,C
2680581,A
2680582,C
2680591,C
2680592,B
2680921,C
2680922,C
2681241,A
2682151,E
2682152,D
2682241,D
2682242,A
2682290,C
2682291,B
2682292,A
2682331,A
2682332,D
2682391,A
2682392,A
2682471,B
2682472,E
2682540,A
2682541,B
2682542,E
2682592,E
2682930,C
2682931,B
2683220,B
2683221,E
2683400,C
2683401,E
2683500,E
2683501,C
2683560,A
2683561,B
2683630,A
2683710,E
2683750,E
2683751,D
2683752,E
2683900,B
2683960,D
2683961,D
2684000,A
2684001,C
2684130,D
2684131,A
2684132,A
2684330,C
2684332,A
2684690,A
2684692,B
2684782,C
2684842,C
2684960,D
2685392,D
2685560,D
2686410,C
2686411,E
2686701,C
2686932,B
2687100,A
2687170,C
2687171,D
2687172,A
2687250,D
2687290,B
2687291,D
2687340,E
2687421,C
2687422,B
2687451,C
2687551,B
2687552,C
2687700,A
2687701,A
2687702,D
2688310,D
2688312,C
2688380,B
2688540,B
2688541,D
2688560,E
2688562,D
2688820,D
2688821,E
2688822,E
2688850,B
2688851,B
2688852,C
2689271,E
2689380,D
2689382,B
2689410,D
2689411,E
2689412,C
2689430,A
2689431,D
2689432,B
2689440,D
2689441,D
2689442,B
2689660,A
2689662,D
2689870,C
2689920,C
2689961,E
2689962,C
2690061,B
2690062,D
2690151,A
2690152,E
2690200,D
2690201,E
2690202,D
2690260,B
2690331,C
2690370,A
2690380,A
2690580,E
2690581,E
2690890,C
2690891,D
2690892,C
2690982,D
2690991,B
2690992,A
2691050,D
2691052,E
2691131,A
2691132,C
2691212,B
2691720,C
2691722,C
2692532,B
2692540,B
2692802,D
2692820,D
2692821,E
2692822,E
2693060,E
2693062,D
2693140,C
2693142,B
2693160,D
2693440,A
2693462,A
2693580,B
2693581,A
2693940,C
2693942,C
2693950,E
2693951,B
2694170,E
2694171,E
2694190,E
2694290,D
2694291,E
2694360,D
2694450,A
2694451,C
2694500,D
2694890,B
2695110,A
2695111,B
2695112,B
2696000,A
2696002,A
2696061,B
2696320,E
2696322,A
2696822,E
2696891,A
2696892,C
2697210,B
2697211,D
2697212,D
2697360,D
2697840,B
2697841,A
2698070,E
2698150,E
2698152,B
2698310,A
2698311,A
2698661,C
2698671,D
2698732,B
2698792,B
2698860,A
2698862,A
2699181,C
2699182,D
2699220,C
2699222,D
2699260,B
2699262,C
2699320,A
2699322,E
2699640,C
2699642,D
2699751,E
2700010,B
2700011,B
2700090,A
2700091,B
2700092,E
2700451,B
2700452,C
2700480,E
2700482,B
2700660,B
2700661,A
2700662,C
2700961,B
2700962,B
2700971,A
2700972,B
2701360,D
2701362,D
2701480,A
2701650,E
2701651,B
2701750,B
2701891,C
2702220,D
2702390,B
2702441,D
2702442,D
2702740,C
2702741,E
2702742,E
2702971,D
2702972,A
2703031,E
2703032,B
2703160,A
2703162,B
2703511,E
2703512,A
2703542,A
2703760,C
2703762,D
2703810,C
2703811,E
2703812,E
2703860,D
2703862,A
2704021,B
2704022,E
2704200,C
2704202,B
2704741,
2704742,B
2705050,A
2705051,A
2705150,E
2705151,D
2705320,A
2705321,A
2705322,E
2705440,E
2705540,C
2705541,E
2705542,C
2705561,E
2705700,E
2705702,A
2705710,A
2705930,A
2706031,A
2706091,C
2706092,D
2706250,B
2706720,D
2706722,B
2706770,A
2706771,A
2706772,A
2707020,D
2707021,E
2707022,A
2707051,E
2707060,B
2707062,B
2707080,C
2707082,D
2707211,A
2707381,E
2707382,C
2707440,C
2707441,B
2707442,C
2707531,B
2707532,A
2707580,E
2707582,A
2707850,E
2707852,E
2708100,B
2708102,E
2708151,D
2708152,A
2708522,C
2708832,D
2708930,C
2708931,B
2708932,B
2709080,E
2709081,
2709082,A
2709180,E
2709181,B
2709182,E
2710170,
2710171,E
2710172,C
2710252,E
2710321,C
2710322,A
2710350,C
2710351,A
2710352,E
2710460,B
2710461,B
2710630,C
2710681,A
2710682,D
2710761,D
2711160,B
2711161,C
2711171,C
2711381,E
2711382,A
2711430,A
2711432,C
2711482,E
2711770,A
2712060,C
2712062,A
2712150,D
2712152,A
2712300,B
2712301,B
2712400,D
2712480,D
2712590,B
2712660,A
2712661,D
2713640,A
2714241,C
2714290,C
2714291,B
2714292,E
2714520,A
2714522,A
2714570,A
2714571,B
2714610,A
2714710,C
2714712,E
2715460,E
2715480,A
2715600,D
2715601,B
2715652,D
2715760,D
2715762,E
2715880,A
2716070,D
2716201,A
2716202,D
2716390,D
2716391,A
2716431,B
2716432,D
2716660,D
2716801,C
2716802,D
2716810,E
2717281,B
2717282,B
2717590,E
2717720,A
2717722,D
2717800,A
2717801,
2717850,A
2717852,D
2717950,A
2717951,E
2718201,C
2718202,A
2718250,E
2718251,C
2718281,C
2718440,C
2718442,E
2718521,E
2718522,D
2718641,A
2718881,A
2718882,D
2718921,D
2718922,A
2719002,D
2719072,D
2719172,C
2719340,D
2719341,C
2719431,A
2719432,C
2719700,A
2719701,D
2719702,B
2719772,D
2719860,D
2719861,B
2720080,E
2720150,D
2720481,B
2720490,E
2720491,A
2720800,D
2720801,D
2720802,A
2720970,E
2720971,E
2721100,D
2721102,B
2721110,A
2721111,E
2721170,E
2721171,E
2721172,B
2721310,A
2721312,B
2721360,C
2721361,D
2721362,E
2721531,D
2721850,B
2721851,D
2721852,B
2721881,C
2721882,D
2722121,C
2722411,E
2722412,
2722421,B
2722422,C
2722532,C
2722621,C
2722730,C
2722731,B
2722732,C
2723110,A
2723111,E
2723112,C
2723231,D
2723232,B
2723570,B
2723572,D
2723640,B
2723641,A
2723642,A
2723911,A
2723912,C
2724160,B
2724161,E
2724162,E
2724301,E
2724302,A
2724401,A
2725180,A
2725181,A
2725182,A
2725660,D
2725661,D
2725662,D
2725991,B
2725992,D
2726101,E
2726102,A
2726150,D
2726300,C
2726301,E
2726302,E
2726580,E
2726582,A
2726660,B
2726661,E
2726730,A
2726732,A
2726781,D
2726782,B
2726880,A
2726881,C
2726882,B
2726940,D
2726941,B
2726942,A
2727130,A
2727131,B
2727132,E
2727180,E
2727181,B
2727272,C
2727280,E
2727281,B
2727282,C
2727360,C
2727361,A
2727380,D
2727382,B
2728570,A
2728571,E
2728572,A
2728630,A
2728631,B
2728632,D
2728701,A
2728702,A
2728800,D
2728801,B
2728802,E
2728890,C
2728891,E
2728892,C
2729250,C
2729251,E
2729252,A
2729260,E
2729262,D
2729491,D
2729492,C
2729531,B
2729550,C
2729551,B
2729552,E
2729581,B
2729610,C
2729611,A
2729612,B
2729680,B
2729682,D
2729700,
2729702,D
2730021,D
2730450,C
2730451,B
2730452,B
2730521,B
2730670,B
2730790,D
2730791,D
2730832,E
2730861,D
2730862,D
2731182,B
2731230,E
2731232,A
2731320,C
2731321,C
2731550,D
2731551,D
2731552,C
2731560,D
2731881,C
2731901,A
2731961,A
2731962,C
2731981,A
2732300,D
2732302,A
2732321,E
2732460,C
2732461,A
2733161,D
2733171,C
2733172,A
2733212,E
2733230,A
2733231,A
2733290,B
2733541,B
2733542,C
2734201,D
2734420,A
2734421,D
2734501,B
2734502,B
2734691,B
2734700,A
2734702,B
2734932,C
2734940,D
2734941,D
2734942,E
2735511,B
2735562,D
2735790,C
2735791,A
2735792,B
2735820,E
2735821,A
2735861,D
2735862,E
2736170,C
2736171,A
2736172,A
2736370,C
2736371,B
2736420,D
2736421,D
2736450,A
2736570,C
2736571,A
2736572,A
2736840,A
2736841,B
2736842,B
2736880,D
2736980,B
2736981,B
2736982,B
2737080,A
2737110,E
2737112,A
2737120,D
2737122,A
2737150,D
2737601,B
2737602,D
2737720,E
2737722,E
2737840,A
2737910,A
2737911,C
2737912,E
2738410,A
2738551,D
2738552,A
2738592,D
2738780,C
2738782,A
2738890,E
2738891,A
2738892,A
2739090,C
2739091,E
2739092,E
2739141,B
2739180,A
2739181,E
2739300,C
2739610,D
2739612,A
2739670,B
2740100,B
2740101,D
2740140,D
2740141,C
2740352,D
2740522,A
2740582,C
2740630,D
2740631,A
2740830,
2740832,E
2740840,B
2740841,B
2740842,C
2740911,B
2741092,A
2741260,E
2741262,C
2741340,C
2741341,B
2741342,B
2741560,B
2741561,A
2741562,E
2742191,B
2742192,B
2742330,B
2742332,D
2742401,C
2742402,E
2742620,D
2742621,A
2742721,A
2742722,C
2742910,A
2742911,E
2742921,E
2742922,B
2742981,A
2742982,B
2743310,E
2743312,C
2743520,A
2743521,C
2743980,B
2743981,C
2743982,B
2743990,B
2743991,A
2744110,E
2744111,E
2744112,D
2744161,D
2744162,B
2744181,D
2744490,A
2744491,E
2744510,E
2744511,D
2744550,A
2744600,C
2744601,A
2744701,A
2744702,C
2744911,A
2744912,E
2744940,A
2744942,D
2745282,E
2745410,E
2745490,A
2745491,C
2745492,C
2745910,D
2745932,A
2745990,D
2745992,D
2746061,B
2746062,C
2746120,C
2746121,D
2746122,C
2746132,D
2746290,A
2746291,D
2746292,E
2746510,A
2746512,B
2746530,E
2746531,C
2746550,C
2746552,E
2746570,B
2746571,A
2746710,B
2746711,E
2746781,D
2746782,A
2746870,B
2747081,A
2747731,D
2747732,A
2747791,E
2747792,D
2747920,E
2747922,D
2748000,C
2748001,A
2748030,E
2748031,A
2748032,E
2748040,C
2748041,E
2748042,B
2748350,A
2748351,E
2748520,D
2748521,B
2748522,B
2748642,A
2748691,B
2748701,C
2748702,B
2749170,A
2749171,E
2749311,D
2749312,E
2749390,D
2749391,B
2749392,D
2749471,D
2749571,E
2749572,D
2749590,A
2749591,E
2749592,E
2750150,D
2750151,C
2750152,B
2750200,D
2750201,D
2750202,E
2750250,C
2750252,E
2750270,E
2750272,A
2750340,B
2750342,A
2750581,A
2750582,D
2751110,A
2751112,E
2751170,E
2751172,A
2751200,D
2751201,B
2751610,A
2751611,E
2751750,E
2751751,D
2751752,D
2751972,C
2751980,D
2751981,C
2752021,D
2752022,B
2752100,C
2752101,D
2752150,E
2752151,E
2752190,A
2752191,D
2752192,E
2752370,D
2752371,D
2752372,A
2752530,A
2752680,C
2752682,B
2752700,B
2752701,D
2752791,C
2752792,E
2753321,D
2753740,B
2753741,A
2753742,C
2753921,E
2753930,A
2753931,E
2754291,E
2754410,C
2754411,E
2754490,A
2754881,A
2754882,D
2755012,D
2755150,D
2755152,E
2755420,A
2755421,E
2755850,B
2755852,A
2756111,A
2756112,E
2756571,D
2756572,A
2756612,B
2756950,C
2756952,A
2757171,D
2757172,C
2757220,C
2757221,A
2757222,D
2757270,D
2757271,
2757442,A
2757491,A
2757492,B
2757511,B
2757512,C
2757550,A
2757551,A
2757552,C
2757611,A
2757612,B
2757811,
2757910,D
2757911,A
2758341,B
2758342,E
2758431,D
2758630,A
2758631,D
2758811,A
2758980,E
2758981,B
2758982,C
2759291,B
2759292,C
2759330,D
2759331,A
2759991,B
2760180,B
2760181,B
2760242,B
2760360,B
2760362,C
2760550,B
2760552,D
2760570,B
2760631,D
2760632,E
2760661,C
2761270,E
2761271,A
2761330,C
2761460,B
2761461,B
2761490,D
2761491,B
2761922,E
2761950,C
2761951,B
2761952,D
2762150,D
2762151,C
2762152,B
2762390,D
2762542,D
2762601,D
2762840,
2762841,C
2762850,E
2762852,D
2763230,B
2763231,B
2763232,C
2763810,E
2763811,A
2763870,D
2763871,B
2763872,B
2764081,A
2764082,A
2764130,E
2764131,B
2764132,D
2764341,E
2764342,B
2764370,A
2764371,A
2764580,D
2764581,D
2764582,B
2764761,E
2764762,E
2764881,D
2764882,D
2765280,C
2765281,B
2765282,A
2765491,A
2765521,E
2765800,D
2765851,A
2765852,E
2765961,E
2766310,A
2766312,D
2766380,A
2766731,B
2766732,A
2766930,B
2767062,D
2767072,B
2767190,E
2767200,D
2767202,A
2767311,D
2767312,D
2768041,E
2768042,A
2768362,B
2768401,D
2768402,A
2768412,B
2768520,B
2768630,E
2768861,B
2768862,E
2768922,B
2768930,A
2768932,A
2769212,A
2769452,B
2769640,B
2769690,D
2769691,D
2769711,E
2769712,A
2769861,B
2770050,E
2770052,D
2770151,E
2770152,A
2770201,D
2770251,A
2770320,E
2770461,A
2770481,E
2770512,B
2770730,E
2770731,C
